op;codEntrada;codSaida;descricao;cliente;beneficiamento;setor;pesoUnitario;unidade;valorUnitario
739;796126;96876A1;PASDPL 3PJOB AC MA6 X 25 RI;CISER FIXADORES AUTOMOTIVOS SA;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,045;KG;5,28
740;788678;801368;PO SXFL AC  C.8  M6X1 CHV 10;CISER FIXADORES AUTOMOTIVOS SA;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,0082;KG;5,28
741;788679;801369;PASXFL M POINT AC M6X1X18 RI;CISER FIXADORES AUTOMOTIVOS SA;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,0065;KG;5,28
742;790726;801406;POSXFL AC M8X1.25 6H CL8 CH13 H=12,8;CISER FIXADORES AUTOMOTIVOS SA;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,0096;KG;5,28
743;790727;801407;PASXFL MPOINT AC M8X1,25X21,8RI;CISER FIXADORES AUTOMOTIVOS SA;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,0096;KG;4,65
744;790539;96710A1;PA CI SI AR 8.8 M6X1X25 6G RP ZNIP (CO);CISER FIXADORES AUTOMOTIVOS SA;ZN NIQUEL PRETO + SELANTE - RA2;ROTATIVO II;0,0115;KG;6,68
752;5Z0806642E;5Z0806642;PLACA DIVISORIA DIR.;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,366;PC;0,57
753;2R2813589E;2R2.813.589;CHAPA ESQU.;** AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,41;PC;1,67
754;2R2813590E;2R2.813.590;SUPORTE DIR.;** AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,443;PC;1,67
755;AE020120027E;AE020120027;REFORCO DE ESTAMPADO;** AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,037;PC;0,31
759;46812288C;46812288;CHAPA FIX. FILTRO;** AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,096;PC;0,83
764;AE020120015E;AE020120015;SUPORTE CABO 2 ESTAMPADO;** AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,032;PC;0,28
766;46480279CS;46480279;PIASTRA ANTERIOR DIR CPL;** AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,094;PC;0,47
767;7592429E;75924290;REFORCO MOVEL ESTAMPADO S REVEST;** AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I; -   ;PC;0,15
770;V40458000;V40458000;TOP MOUT 52027224;DN AUTOMOTIVOS BRASIL LTDA;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,49;PC;0,42
771;V40458700;V40458700;SEMI LAVOR PT2367 226;DN AUTOMOTIVOS BRASIL LTDA;ZN IRIDESCENTE TRIVALENTE - EA2;ESTACIONARIO I;0,39;PC;0,73
772;192A8728P2;192A8728P2F;WERE KEPEER;ABB ELETRIFICACAO LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,0368;KG;4,71
773;252B2639P1;252B2639P1F;DIMPLED ARC RUNNER;ABB ELETRIFICACAO LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,0886;KG;5,14
774;255V289P1;255V289P1B;PINO;ABB ELETRIFICACAO LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,0258;KG;7,37
775;286A8749P1;286A8749P1F;PLATE;ABB ELETRIFICACAO LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,0013;KG;5,14
777;566B760P18;566B760P18F;CRADLE;ABB ELETRIFICACAO LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,0205;KG;6,97
778;567B253P7;567B253P7F;LATCH ( SEM SPRING LATCH );ABB ELETRIFICACAO LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,0055;KG;5,14
779;569B578P1;569B578P1F;SCREW RETAINER;ABB ELETRIFICACAO LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,0016;KG;5,14
780;793A144P1P;793A144P1;ARC RUNNER;ABB ELETRIFICACAO LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,056;KG;5,14
781;793A479P3;793A479P3F;LUG;ABB ELETRIFICACAO LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,0094;KG;3,53
782;793A504P3;793A504P3F;MAGNETO;ABB ELETRIFICACAO LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,0634;KG;4,92
783;793A518P1;793A518P1F;SPACER;ABB ELETRIFICACAO LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,0006;KG;5,14
784;794A593P2P;794A593P2;CLIP FILLER;ABB ELETRIFICACAO LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,0504;KG;3,93
785;193A1449P2;193A1449P2F;CLIP;ABB ELETRIFICACAO LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,0429;KG;6,97
787;566B586P1P;566B586P1;HANDLE YOKE;ABB ELETRIFICACAO LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,0044;KG;5,26
788;566B612P1P;566B612P1;FRAME - BICROMATIZAR;ABB ELETRIFICACAO LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,0066;KG;4,92
789;566B614P1B;566B614P1;TRIGGER;ABB ELETRIFICACAO LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,0098;KG;4,7
790;566B615P1P;566B615P1;BEARING;ABB ELETRIFICACAO LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,0171;KG;5,26
791;566B615P2P;566B615P2;BEARING - BICROMATIZAR;ABB ELETRIFICACAO LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,0179;KG;5,26
792;793A104P1P;793A104P1;RETAINER;ABB ELETRIFICACAO LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,0251;KG;5,26
793;793A109P1B;793A109P1;LATCH;ABB ELETRIFICACAO LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,0153;KG;5,26
794;793A119P1P;793A119P1;MAGNETO;ABB ELETRIFICACAO LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,0274;KG;5,53
795;793A122P1P;793A122P1;ARMATURE;ABB ELETRIFICACAO LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,0197;KG;5,26
796;793A145P1P;793A145P1;BRACKET;ABB ELETRIFICACAO LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,055;KG;6,5
797;793A504P4;793A504P4F;MAGNETO - BICROMATIZAR;ABB ELETRIFICACAO LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,0014;KG;5,15
799;569B382P1;569B382P1F;SHIELD;ABB ELETRIFICACAO LTDA;DESENGRAXE - MANUAL;RM - DECAPAR;0,0967;KG;1,51
800;793A137P1P;793A137P1;BRAID END;ABB ELETRIFICACAO LTDA;DESENGRAXE - MANUAL;RM - DECAPAR;0,0219;KG;1,54
801;793A137P2P;793A137P2;BRAID END;ABB ELETRIFICACAO LTDA;DESENGRAXE - MANUAL;RM - DECAPAR;0,0256;KG;1,54
802;10083333P3;10083333P3F;HANDLE TIE;ABB ELETRIFICACAO LTDA;ZN PRETO TRIVALENTE + SELANTE - RA1;ROTATIVO I;0,0113;KG;9,98
803;208C4016P1;208C4016P1F;HANDLE TIE;ABB ELETRIFICACAO LTDA;ZN PRETO TRIVALENTE + SELANTE - RA1;ROTATIVO I;0,0298;KG;9,98
804;ACO2344;ACO2344;REBITE;ABB ELETRIFICACAO LTDA;ESTANHO AÇO - RM;RM - ESTANHO;0,144;KG;10,88
805;793A522P7;793A522P7F;L.STRAP (ACO);ABB ELETRIFICACAO LTDA;ESTANHO AÇO - RM;RM - ESTANHO;0,017;KG;7,73
809;0019.R11000000;0019.R11000000;PORCA QUADRADA PROJECAO DE SOLDA;NUTEP SA INDUSTRIA METALURGICA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,0029;KG;3,03
810;0022.R21010000;0022.R21010000;PORCA QUADRADA DE SOLDA M8X14.00X;NUTEP SA INDUSTRIA METALURGICA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,0107;KG;3,03
812;0082.R21010000;0082.R21010000;PORCA QUADRADA DE SOLDA M8;NUTEP SA INDUSTRIA METALURGICA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,0075;KG;3,03
814;0107.R22000000;0107.R22000000;PORCA QUADRADA DE SOLDA M8X14.00X;NUTEP SA INDUSTRIA METALURGICA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,009;KG;0
815;0112.R87000000;0112.R87000000;PORCA QUADRADA DE SOLDA;NUTEP SA INDUSTRIA METALURGICA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,0178;KG;3,03
817;0165.R11000000;0165.R11000000;PORCA QUADEADA DE SOLDA M6;NUTEP SA INDUSTRIA METALURGICA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,0042;KG;3,03
818;0167.R11000000;0167.R11000000;PORCA QUADRADA DE SOLDA C GUIA M6;NUTEP SA INDUSTRIA METALURGICA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,0031;KG;3,03
819;0174.R11010000;0174.R11010000;PORCA QUADRADA DE SOLDA M6;NUTEP SA INDUSTRIA METALURGICA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,0085;KG;3,03
821;0194.R43000000;0194.R43000000;PORCA SEXTAVADA M12;NUTEP SA INDUSTRIA METALURGICA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,015;KG;3,03
823;0241.R31000000;0241.R31000000;PORCA QUADRADA DE SOLDA M10;NUTEP SA INDUSTRIA METALURGICA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,002;KG;3,03
824;0243.R87010000;0243.R87010000;PORCA QUADRADA DE SOLDA 7.16;NUTEP SA INDUSTRIA METALURGICA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,0186;KG;3,03
825;0253.R11000000;0253.R11000000;PORCA SEXTAVADA DE SOLDA C GUIA M6;NUTEP SA INDUSTRIA METALURGICA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,0076;KG;0
826;0260.R21000000;0260.R21000000;PORCA REDONDA DE SOLDA M8;NUTEP SA INDUSTRIA METALURGICA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,0081;KG;3,03
827;0273.R31000000;0273.R31000000;PORCA REDONDA DE FLANGE C SOLDA M;NUTEP SA INDUSTRIA METALURGICA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,03;KG;3,03
828;0277.R43010000;0277.R43010000;PORCA QUADRADA DE SOLDA;NUTEP SA INDUSTRIA METALURGICA;DECAPAR E OLEAR - RM;ROTATIVO I;0,022;KG;1,13
829;0300.R87000000;0300.R87000000;PORCA REDONDA DE SOLDA M10;NUTEP SA INDUSTRIA METALURGICA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,029;KG;3,03
830;0031.R20000001;0031.R20000001;PORCA SEXTAVADA DE FLANGE C TORQU;NUTEP SA INDUSTRIA METALURGICA;COBREAGEM - RM;RM - COBRE;0,0096;KG;0
832;0030.R10000000;0030.R10000000;PORCA QUADRADA DE SOLDA C/GUIA M6;NUTEP SA INDUSTRIA METALURGICA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,0032;KG;0
833;0206.S87010005;0206.S87010005;PORCA SEXTAVADA C ARRUELA SPL;NUTEP SA INDUSTRIA METALURGICA;FOSFATO DE ZINCO OLEADO;ROTATIVO II;0,0019;KG;1,73
834;0226.R20000000;0226.R20000000;PORCA SEXTAVADA DE FLANGE;NUTEP SA INDUSTRIA METALURGICA;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,0105;KG;7,97
837;0093.R21010000;0093.R21010000;PORCA QUADRADA DE SOLDA M8;NUTEP SA INDUSTRIA METALURGICA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,0072;KG;1,13
838;0100.R32000000;0100.R32000000; PORCA REDONDA DE SOLDA C GUIA M1;NUTEP SA INDUSTRIA METALURGICA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,0241;KG;1,13
840;0132.R43010007;0132.R43010007;PORCA SEXTAVADA COM FLANGE DE  SO;NUTEP SA INDUSTRIA METALURGICA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,033;KG;1,13
842;0202.R43010000;0202.R43010000;PORCA QUADRADA DE SOLDA M12;NUTEP SA INDUSTRIA METALURGICA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,031;KG;1,13
844;0132.R43010000;0132.R43010000;PORCA SEXTAVADA DE FLANGE C SOLDA;NUTEP SA INDUSTRIA METALURGICA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,0331;KG;1,13
845;0236.R30010000;0236.R30010000;PORCA SEXTAVADA DE SOLDA C GUIA M;NUTEP SA INDUSTRIA METALURGICA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,0123;KG;1,13
847;0266.R31010000;0266.R31010000;PORCA SEXTAVADA DE SOLDA C GUIA M;NUTEP SA INDUSTRIA METALURGICA;OLEAR - RM;RM - DECAPAR;0,012;KG;0
848;0139.R20010000;0139.R20010000;PORCA SEXTAVADA DE FLANGE M8;NUTEP SA INDUSTRIA METALURGICA;ZN FERRO PRETO + SELANTE - RA2;ROTATIVO II;0,0082;KG;5,35
850;0113.R05000000;0113.R05000000;PORCA SEXTAVADA DE FLANGE M5;NUTEP SA INDUSTRIA METALURGICA;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,0019;KG;0
851;0044.R21000000;0044.R21000000;PORCA QUADRADA DE SOLDA  M8 - DIN;NUTEP SA INDUSTRIA METALURGICA;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,0075;KG;7,97
854;67174412;67144412;TRAVA N 1  (4130);IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,0006;PC;0
855;67243133;67253086;TRAVA N 1  (7510);IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE + SELANTE - RA1;ROTATIVO I;0,0006;PC;0
858;57200001;57200174;SUPORTE FIX. MICRO (7590);IOCHPE MAXION S/A;FOSFATO DE ZINCO OLEADO;FOSFATO;0,0178;PC;0,04
866;57211023;572010618;SUPORTE CILINDRO ESTAMP.  (4800);IOCHPE MAXION S/A;FOSFATO DE ZINCO OLEADO;FOSFATO;0,063;PC;0,36
867;57211090;57201200;SETOR DENTADO (2440);IOCHPE MAXION S/A;FOSFATO DE ZINCO OLEADO;FOSFATO;0,118;PC;0,3
868;67174414;67144414;TRAVA N 3  (4110);IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,0006;PC;0
869;67243135;67263066;TRAVA N 3  (7180);IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,0004;PC;0
878;57201742;57201742;SUPORTE FIXACAO BATENTE LD ESTAMPADO;IOCHPE MAXION S/A;FOSFATO DE ZINCO OLEADO;FOSFATO;0,184;PC;0,57
879;57201743;57201743;SUPORTE FIXACAO BATENTE LE ESTAMPADO;IOCHPE MAXION S/A;FOSFATO DE ZINCO OLEADO;FOSFATO;0,184;PC;0,57
883;67165774;67145774;PLACA (3760 )LD;IOCHPE MAXION S/A;ZN PRETO TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;0,133;PC;0,4
884;67165775;67145775;PLACA BASE (3750) LE;IOCHPE MAXION S/A;ZN PRETO TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;0,133;PC;0,4
886;67174413;67144413;TRAVA N 2  (4120);IOCHPE MAXION S/A;ZN PRETO TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;0,0007;PC;0,01
887;67243134;67263065;TRAVA N 2  (7150);IOCHPE MAXION S/A;ZN PRETO TRIVALENTE + SELANTE - RA1;ESTACIONARIO I;0,0004;PC;0
888;566B780P1;566B780P1F;LINE STRAP - PRATA QUIMICA;ABB ELETRIFICACAO LTDA;PRATEAGEM - RM;RM - PRATA;0,0127;KG;9,29
889;569B441P6;569B441P6F;HOOK ESTANHO;ABB ELETRIFICACAO LTDA;ESTANHO LATÃO - RM;RM - ESTANHO;0,0867;KG;7,73
912;67369902;67349902;PERCURSOR COM TRATAMENTO TERMICO;IOCHPE MAXION S/A;ZINCO PRETO TRIVALENTE + DSH + SELANTE - RA1;ROTATIVO I;0,06;PC;0,36
913;566B610P4P;566B610P4;HEATER 150A - ESTANHO;ABB ELETRIFICACAO LTDA;ESTANHO LATÃO - RM;RM - DECAPAR;0,0104;KG;7,91
918;566B762P4;566B762P4F;COMPONENTE DE DISJ. RESID.;ABB ELETRIFICACAO LTDA;ESTANHO COBRE - RM;RM - ESTANHO;0,0175;KG;7,77
919;566B610P1P;566B610P1;HEATER 225A - ESTANHO;ABB ELETRIFICACAO LTDA;ESTANHO LATÃO - RM;RM - ESTANHO;0,0104;KG;7,91
920;569B441P4P;569B441P4;HOOK - ESTANHO BRILHANTE - F702D;ABB ELETRIFICACAO LTDA;ESTANHO AÇO - RM;RM - ESTANHO;0,0028;KG;7,14
921;0075.S66010000;0075.S66010000;PORCA SEXTAVADA M16;NUTEP SA INDUSTRIA METALURGICA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,042;KG;3,03
923;PF0P30917-TSU1;SER000281;16.30X5.20 BLANK PORCA CILINDRICA;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DECAPAR E OLEAR - RM;RM - DECAPAR;7;KG;4,98
925;566B610P5P;566B610P5;HEATER 125A - ESTANHO;ABB ELETRIFICACAO LTDA;ESTANHO LATÃO - RM;RM - ESTANHO;0,0103;KG;7,91
926;796809;96974A1;PA SX FL AC 8.8 M6X1,0X14RI;CISER FIXADORES AUTOMOTIVOS SA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,007;KG;1,65
931;793A522P3;793A522P3F;COMPONENTE DE DISJ. RESID.;ABB ELETRIFICACAO LTDA;ESTANHO COBRE - RM;RM - ESTANHO;0,0148;KG;7,77
933;566B610P3P;566B610P3;HEATER 175A;ABB ELETRIFICACAO LTDA;ESTANHO AÇO - RM;RM - ESTANHO;0,0106;KG;7,91
934;566B762P7;566B762P7F;BLADE;ABB ELETRIFICACAO LTDA;ESTANHO COBRE - RM;RM - ESTANHO;0,002;KG;7,77
937;797449;97080A1;PA SX AC 8.8 M12X1.25X55 RP ZIT;CISER FIXADORES AUTOMOTIVOS SA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,125;KG;2,31
949;PF0P31196-TSU1;SER000281;M-81,25(6H)8.4 PORCA SOLDA QUAD 1;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DECAPAR E OLEAR - RM;RM - DECAPAR;9,3;KG;6,49
972;PF0P31197-TSU1;SER000281;M10-1,5(6G)X10,5 PORCA QUAD SOL P;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DECAPAR E OLEAR - RM;RM - DECAPAR;16,6;KG;12,1
1050;780140;95728A1;PA AB TV AC  G5 UNF 5/8X79 RP BCT;CISER FIXADORES AUTOMOTIVOS SA;ZN IRIDESCENTE TRIVALENTE + DSH - RA1;ROTATIVO I;0,1622;KG;2,29
1051;795268;96615A2;PA MQ PN AC TMA 5X10;CISER FIXADORES AUTOMOTIVOS SA;ZN INCOLOR TRIVALENTE + DSH + SELANTE - RA1;ROTATIVO I;0,02;KG;3,77
1052;791108;801417;PA OCT AC 8.8 M6X1,0X13RI;CISER FIXADORES AUTOMOTIVOS SA;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,0075;KG;5,28
1053;797392;97062A1;PASXFL AC 8.8 M6X1X56,5 RPZFPT;CISER FIXADORES AUTOMOTIVOS SA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;1;KG;1,65
1057;566B611P1P;566B611P1;CRANCK;ABB ELETRIFICACAO LTDA;DESENGRAXE - MANUAL;RM - DECAPAR;0,009;KG;1,27
1058;252B2803P2;252B2803P2F;STAB;ABB ELETRIFICACAO LTDA;ESTANHO COBRE - RM;RM - ESTANHO;0,0195;KG;7,77
1059;192A8700P1T;192A8700P1;BUCHA;ABB ELETRIFICACAO LTDA;ESTANHO LATÃO - RM;RM - ESTANHO;0,0475;KG;7,14
1060;566B762P8;566B762P8F;STEEL BLADE;ABB ELETRIFICACAO LTDA;ESTANHO AÇO - RM;RM - ESTANHO;0,02;KG;7,73
1061;PF0P30197-TSU1;SER000281;PORCA M8X1.25 .6H CL8 SEXTAVADA T;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;5,3;KG;10,81
1066;0023.R20000000;0023.R20000000;PORCA SEXTAVADA C INSERTO DE INOX;NUTEP SA INDUSTRIA METALURGICA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,0075;KG;4,16
1068;PF0P40256-TSU1;SER000281;M6-1.00X20(6G) CIL SX INT 88;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN FERRO PRETO + SELANTE - RA2;ROTATIVO II;6,6;KG;22,36
1082;PF0P31229-TSU1;SER000281;M8-1.25X10.0(6H) PORCA SX SOLD;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DECAPAR E OLEAR - RM;RM - DECAPAR;12,4;KG;8,84
1125;PF0P36068-TSU1;SER000281;M6 X 1.0 - 6H PORCA SX ARR CON;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;2,95;KG;27,78
1127;PF0P31257-TSU1;SER000281; PORCA SOLDAM14-2.0X1;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DECAPAR E OLEAR - RM;RM - DECAPAR;45,8;KG;32,6
1129;PF0P64274-TSU1;SER000281;M8-1.25X32 SX FLG 88;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE + SELANTE - RA1;ROTATIVO I;19,35;KG;37,2
1149;PF0P43966-TSU1;SER000281;TT2000M6-1.00X20.0 SX FL ZN-NI PR;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL INCOLOR + DSH + SELANTE + OLEO - RA2;ROTATIVO II;6,8;KG;52,09
1156;20010794;20040069;OP20 SUPORTE DO TIRANTE CX2 20546A.020;PROMA BRASIL AUTOMOTIVA LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,0247;UN;0,07
1157;20190002;20040040;OP20 ABA FIXA DIANT INF ESQUERDA CX 205;PROMA BRASIL AUTOMOTIVA LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,175;UN;0,43
1158;20190006;20040036;OP20 ABA MOVEL TRASEIRA INF ESQ CX 2052;PROMA BRASIL AUTOMOTIVA LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,101;UN;0,28
1159;20190007;20040051;OP20 ABA MOVEL TRASEIRA SUP DIR 20520A-;PROMA BRASIL AUTOMOTIVA LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,101;UN;0,28
1160;20190010;20040035;OP20 ABA FIXA TRAS INF ESQUERDA CX 2052;PROMA BRASIL AUTOMOTIVA LTDA;ZN INCOLOR TRIVALENTE - EA1;ROTATIVO I;0,191;UN;0,43
1161;20190011;20040037;OP20 ABA MOVEL DIANT INF DIR 516A-020;PROMA BRASIL AUTOMOTIVA LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,113;UN;0,24
1162;20190001;20040038;OP20 ABA FIXA DIANT INF DIREITA CX 2051;PROMA BRASIL AUTOMOTIVA LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,177;UN;0,43
1163;20190003;20040055;OP20 ABA MOVEL DIANT SUP DIR 0512A-020;PROMA BRASIL AUTOMOTIVA LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,105;UN;0,24
1164;20190008;20040053;OP20 ABA MOVEL TRASEIRA SUP ESQ CX 2051;PROMA BRASIL AUTOMOTIVA LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,102;UN;0,28
1165;20190005;20040033;OP20 ABA MOVEL TRASEIRA INF DIR. 20524A;PROMA BRASIL AUTOMOTIVA LTDA;ZN INCOLOR TRIVALENTE - EA1;ROTATIVO I;0,103;UN;0,28
1166;20190004;20040057;OP20 ABA MOVEL DIANT SUP ESQ CX;PROMA BRASIL AUTOMOTIVA LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,106;UN;0,24
1171;796896;96998A0;PO SX FL AC C.10 UNF 7/16 CHV 17 ZB;CISER FIXADORES AUTOMOTIVOS SA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,013;KG;2,4
1177;46763607CS;46763607Z;ANEL FIXACAO DA BOIA COMPLETA;** AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,176;PC;0,3
1179;429002;429002;PARAFUSO M6X1X20;USIMETAL INDUSTRIAL LTDA.;ZN NIQUEL PRETO + SELANTE - RA2;ROTATIVO II;0,006;PC;0,04
1180;509125;509125;PARAFUSO;USIMETAL INDUSTRIAL LTDA.;ZN FERRO PRETO + DSH + SELANTE - RA2;ROTATIVO II;0,009;PC;0,04
1182;649002;649002;BUCHA;USIMETAL INDUSTRIAL LTDA.;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,0035;KG;0,02
1185;5574;5574;GANCHO FORJADO;USIPAR USINAGEM E PARAFUSOS LTDA;ZN INCOLOR TRIVALENTE + DSH - RA1;ROTATIVO I;0,529;PC;2,61
1186;720;505023863;INSERTO METAL COLLAR 10.25;USILIDER USINAGEM DE METAIS LTDA;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,0012;PC;0,01
1188;002T2251523COT129P10;002T2251523COT129P10;218037 SUPORTE DE FIXACAO;PROTOMINAS INDUSTRIA E COMERCIO LTDA;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;1,7;PC;23,3
1189;002T2251523COT130P10;002T2251523COT130P10;218038 CINTA PINO ROSCADO;PROTOMINAS INDUSTRIA E COMERCIO LTDA;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;1,03;PC;18,58
1195;32.421.240;32.421.275;REFORCO DA DOBRADICA LE LD;FLAMMA AUTOMOTIVA SA;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;1,557;PC;3,75
